minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,id,web_name,position,team_name,price_M
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,133,Peart-Harris,MID,Brentford,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,134,Trevitt,MID,Brentford,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,135,Wissa,FWD,Newcastle,7.3
90,0,0,1,0,0,0,0,0,0,0,0,11,9.0,15.3,2.0,2.6,2,5,1,8,1,0.00,0.04,0.04,1.92,2,False,136,Thiago,FWD,Brentford,7.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,137,Morgan,FWD,Brentford,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,138,Steele,GKP,Brighton,4.2
90,0,0,0,1,0,0,0,0,0,1,0,5,7.6,0.0,0.0,0.8,1,5,0,0,1,0.00,0.00,0.00,0.47,2,False,139,Verbruggen,GKP,Brighton,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,140,McGill,GKP,Brighton,3.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,141,Rushworth,GKP,Brighton,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,142,Scherpen,GKP,Brighton,4.0
90,0,0,0,1,0,0,0,1,0,0,0,10,20.2,7.8,0.0,2.8,6,7,2,8,1,0.00,0.07,0.07,0.47,1,False,143,Boscagli,DEF,Brighton,4.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,144,Coppola,DEF,Brighton,4.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,145,De Cuyper,DEF,Brighton,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,146,Dunk,DEF,Brighton,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,147,Estupiñan,DEF,Brighton,4.5
90,0,0,0,1,0,0,0,1,0,0,0,6,8.4,4.9,6.0,1.9,4,3,0,4,1,0.00,0.03,0.03,0.47,1,False,148,F.Kadıoğlu,DEF,Brighton,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,149,Igor,DEF,Brighton,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,150,Lamptey,DEF,Brighton,4.4
90,0,0,0,1,0,0,0,0,0,0,0,15,29.0,30.7,2.0,6.2,5,1,4,9,1,0.00,0.17,0.17,0.47,2,False,151,Van Hecke,DEF,Brighton,4.4
13,0,0,0,0,0,0,0,0,0,0,0,4,5.8,0.3,0.0,0.6,3,0,0,3,0,0.00,0.00,0.00,0.04,1,False,152,Veltman,DEF,Brighton,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,153,Webster,DEF,Brighton,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,154,Cashin,DEF,Brighton,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,155,Slater,DEF,Brighton,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,156,Tasker,DEF,Brighton,3.8
45,0,0,0,1,0,0,0,0,0,0,0,4,0.6,1.4,7.0,0.9,1,0,1,2,1,0.06,0.01,0.07,0.01,1,False,157,Mitoma,MID,Brighton,6.1
90,0,0,0,1,0,0,0,0,0,0,0,19,20.4,23.8,18.0,6.2,3,7,3,13,1,0.21,0.14,0.35,0.47,4,False,158,Georginio,MID,Brighton,5.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,159,March,MID,Brighton,5.8
45,0,0,0,0,0,0,0,0,0,0,0,9,11.4,16.2,10.0,3.8,2,2,1,5,0,0.00,0.02,0.02,0.45,1,False,160,Minteh,MID,Brighton,5.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,161,Enciso,MID,Brighton,5.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,162,Gruda,MID,Brighton,5.4
68,0,0,0,1,0,0,0,0,0,0,0,1,0.0,13.0,17.0,2.6,0,1,0,1,1,0.26,0.00,0.26,0.29,2,False,163,Hinshelwood,MID,Brighton,5.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,164,O'Riley,MID,Brighton,5.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,165,Sima,MID,Brighton,5.4
12,0,0,0,0,0,0,0,1,0,0,0,-3,0.2,0.6,0.0,0.1,1,1,0,2,0,0.00,0.00,0.00,0.04,0,False,166,Ayari,MID,Brighton,4.8
77,0,0,0,1,0,0,0,0,0,0,0,4,5.4,2.8,4.0,1.2,4,6,0,10,1,0.20,0.01,0.21,0.43,2,False,167,Baleba,MID,Brighton,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,168,Buonanotte,MID,Leeds,4.6
76,0,0,0,1,0,0,0,1,0,0,0,9,8.8,13.3,10.0,3.2,1,3,5,9,1,0.00,0.03,0.03,0.43,1,False,169,Gomez,MID,Brighton,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,170,Milner,MID,Brighton,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,171,Sarmiento,MID,Brighton,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,172,Watson,MID,Brighton,4.8
76,0,0,0,1,0,0,0,0,0,0,0,20,21.0,2.3,21.0,4.4,7,4,3,14,1,0.08,0.01,0.09,0.43,4,False,173,Wieffer,MID,Brighton,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,174,Yalcouye,MID,Brighton,5.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,175,Knight,MID,Brighton,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,176,Mazilu,MID,Brighton,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,177,Moran,MID,Brighton,4.5
21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,2.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.18,1,False,178,Welbeck,FWD,Brighton,6.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,179,Ferguson,FWD,Brighton,5.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,180,Tzimas,FWD,Brighton,5.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,181,Kostoulas,FWD,Brighton,4.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,182,Trafford,GKP,Man City,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,183,Weiss,GKP,Burnley,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,184,Green,GKP,Burnley,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,185,Hladký,GKP,Burnley,3.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,186,Roberts,DEF,Burnley,4.3
90,0,0,0,2,0,0,0,0,0,0,0,12,20.2,3.6,0.0,2.4,8,5,4,12,1,0.00,0.01,0.01,1.30,3,False,187,Walker,DEF,Burnley,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,188,Delcroix,DEF,Burnley,3.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,189,Dodgson,DEF,Burnley,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,190,Ekdal,DEF,Burnley,3.8
90,0,0,0,2,0,0,0,0,0,0,0,6,16.4,0.9,0.0,1.7,8,4,0,8,1,0.00,0.00,0.00,1.30,1,False,191,Estève,DEF,Burnley,3.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,192,Hartman,DEF,Burnley,4.0
90,0,0,0,2,0,0,0,1,0,0,0,5,14.6,1.8,0.0,1.6,6,3,2,8,1,0.00,0.01,0.01,1.30,0,False,193,Humphreys,DEF,Burnley,3.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,194,Jordan,DEF,Burnley,3.9
90,0,0,0,2,0,0,0,0,0,0,0,10,11.4,33.0,5.0,4.9,2,7,0,2,1,0.02,0.01,0.03,1.30,1,False,195,Lucas Pires,DEF,Burnley,3.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,196,Sambo,DEF,Burnley,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,197,Sonne,DEF,Burnley,3.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,198,Tuanzebe,DEF,Burnley,3.9
56,0,0,0,1,0,0,0,0,0,0,0,6,30.2,0.3,2.0,3.3,10,1,1,11,1,0.00,0.00,0.00,0.81,3,False,199,Worrall,DEF,Burnley,3.8
90,0,0,0,2,0,0,0,0,0,0,0,13,8.4,17.7,10.0,3.6,1,10,2,13,1,0.06,0.02,0.08,1.30,4,False,200,Anthony,MID,Burnley,5.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,201,Benson,MID,Burnley,5.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,202,Bruun Larsen,MID,Burnley,5.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,203,Boateng,MID,Burnley,4.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,204,Churlinov,MID,Burnley,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,205,Cullen,MID,Burnley,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,206,Edwards,MID,Burnley,4.7
71,0,0,0,2,0,0,0,0,0,0,0,7,9.2,3.8,4.0,1.7,2,1,5,8,1,0.00,0.02,0.02,1.22,2,False,207,Hannibal,MID,Burnley,4.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,208,Koleosho,MID,Burnley,5.0
18,0,0,0,0,0,0,0,0,0,0,0,3,1.4,2.3,0.0,0.4,0,3,1,4,0,0.00,0.00,0.00,0.09,1,False,209,Laurent,MID,Burnley,4.8
33,0,0,0,1,0,0,0,0,0,0,0,3,0.8,1.3,0.0,0.2,0,0,0,0,0,0.00,0.02,0.02,0.50,1,False,210,Tchaouna,MID,Burnley,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,211,A.Ramsey,MID,Burnley,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,212,Adewumi,MID,Burnley,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,213,Banel,MID,Burnley,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,214,Trésor,MID,Burnley,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,215,Flemming,FWD,Burnley,5.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,216,Amdouni,FWD,Burnley,4.8
90,0,0,0,2,0,0,0,0,0,0,0,5,5.2,5.8,43.0,5.4,3,3,0,6,1,0.71,0.01,0.72,1.30,2,False,217,Foster,FWD,Burnley,4.9
7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,2.0,0.2,0,0,0,0,0,0.00,0.00,0.00,0.00,1,False,218,Barnes,FWD,Burnley,4.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,219,Obafemi,FWD,Burnley,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,220,Sánchez,GKP,Chelsea,4.9
90,0,0,0,1,0,0,0,0,0,3,0,17,31.4,0.0,0.0,3.1,1,9,0,0,1,0.00,0.00,0.00,0.78,3,False,221,Jörgensen,GKP,Chelsea,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,222,Penders,GKP,Chelsea,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,223,Slonina,GKP,Chelsea,3.9
11,0,0,0,0,0,0,0,0,0,0,0,7,4.4,10.3,0.0,1.5,1,0,0,1,0,0.00,0.15,0.15,0.34,1,False,224,Cucurella,DEF,Chelsea,6.0
90,0,0,0,1,0,0,0,0,0,0,0,12,10.8,9.4,9.0,2.9,3,3,1,4,1,0.04,0.02,0.06,0.78,2,False,225,James,DEF,Chelsea,5.6
90,0,0,0,1,0,0,0,0,0,0,0,11,11.6,0.4,0.0,1.2,5,2,1,6,1,0.00,0.00,0.00,0.78,2,False,226,Chalobah,DEF,Chelsea,5.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,227,Colwill,DEF,Chelsea,4.7
74,0,1,0,1,0,0,0,0,0,0,0,20,23.2,13.3,6.0,4.3,1,4,2,3,1,0.00,0.47,0.47,0.44,5,False,228,Gusto,DEF,Chelsea,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,229,B.Badiashile,DEF,Chelsea,4.4
78,0,0,0,1,0,0,0,0,0,0,0,7,4.8,0.5,12.0,1.7,3,1,0,3,1,0.25,0.00,0.25,0.44,2,False,230,Fofana,DEF,Chelsea,4.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,231,M.Sarr,DEF,Chelsea,4.5
11,0,0,0,0,0,0,0,0,0,0,0,4,5.0,0.0,0.0,0.5,2,0,0,2,0,0.00,0.00,0.00,0.34,1,False,232,Tosin,DEF,Chelsea,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,233,Acheampong,DEF,Chelsea,3.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,234,Anselmino,DEF,Chelsea,4.0
84,1,0,0,1,0,0,0,0,0,0,2,38,47.8,29.0,30.0,10.7,3,7,1,11,1,0.15,0.28,0.43,0.53,9,False,235,Palmer,MID,Chelsea,10.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,236,Neto,MID,Chelsea,7.0
78,0,1,0,1,0,0,0,1,0,0,0,29,26.4,28.3,17.0,7.2,0,8,2,10,1,0.04,0.47,0.51,0.44,4,False,237,Enzo,MID,Chelsea,6.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,238,Estêvão,MID,Chelsea,6.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,239,Gittens,MID,Chelsea,6.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,240,Nkunku,MID,Chelsea,5.9
90,0,0,0,1,0,0,0,0,0,0,0,14,11.2,2.3,0.0,1.4,2,3,0,5,1,0.00,0.02,0.02,0.78,2,False,241,Caicedo,MID,Chelsea,5.7
90,1,0,1,0,0,0,0,0,0,0,1,36,39.4,7.3,36.0,8.3,1,5,2,8,1,0.60,0.03,0.63,0.79,9,False,242,Dewsbury-Hall,MID,Everton,5.1
3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,2,0,2,0,0.00,0.00,0.00,0.71,1,False,243,George,MID,Everton,4.8
15,0,0,0,0,0,0,0,0,0,0,0,2,2.2,1.5,0.0,0.4,1,0,0,1,0,0.00,0.00,0.00,0.34,1,False,244,Lavia,MID,Chelsea,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,245,Mudryk,MID,Chelsea,4.9
5,0,0,0,0,0,0,0,0,0,0,0,3,2.0,1.0,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.25,1,False,246,Andrey Santos,MID,Chelsea,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,247,D.Essugo,MID,Chelsea,4.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,248,Paez,MID,Chelsea,4.5
84,3,1,0,1,0,0,0,1,0,0,3,92,118.6,10.8,110.0,23.9,0,1,2,3,1,2.61,0.00,2.61,0.53,19,True,249,João Pedro,FWD,Chelsea,7.7
5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3.0,0.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.25,1,False,250,Delap,FWD,Chelsea,6.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,251,N.Jackson,FWD,Chelsea,6.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,252,Marc Guiu,FWD,Chelsea,4.1
90,0,0,0,1,0,0,0,0,0,3,0,13,27.4,0.0,0.0,2.7,3,4,0,0,1,0.00,0.00,0.00,1.58,3,False,253,Henderson,GKP,Crystal Palace,5.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,254,Benitez,GKP,Crystal Palace,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,255,Matthews,GKP,Crystal Palace,3.9
13,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.1,5.0,0.8,1,1,1,2,1,0.05,0.00,0.05,0.04,1,False,256,Muñoz,DEF,Crystal Palace,5.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,257,Lacroix,DEF,Crystal Palace,5.1
90,0,0,0,1,0,0,0,0,0,0,0,6,12.0,0.6,0.0,1.3,2,5,4,6,1,0.00,0.00,0.00,1.58,2,False,258,Mitchell,DEF,Crystal Palace,5.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,259,Sosa,DEF,Crystal Palace,4.8
90,0,0,0,2,0,0,0,0,0,0,0,4,15.2,5.3,7.0,2.8,3,4,0,3,1,0.24,0.02,0.26,0.97,1,False,260,Guéhi,DEF,Man City,5.2
90,0,0,0,1,0,0,0,0,0,0,0,15,40.2,5.7,4.0,5.0,13,1,2,15,1,0.00,0.04,0.04,1.58,4,False,261,Richards,DEF,Crystal Palace,4.4
90,0,0,0,1,0,0,0,0,0,0,0,15,18.0,2.6,2.0,2.3,4,2,3,7,1,0.00,0.02,0.02,1.58,2,False,262,Chadi Riad,DEF,Crystal Palace,4.0
76,0,0,0,1,0,0,0,1,0,0,0,-1,6.2,7.2,2.0,1.5,3,1,2,5,0,0.00,0.04,0.04,1.54,1,False,263,Clyne,DEF,Crystal Palace,3.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,264,Holding,DEF,Crystal Palace,4.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,265,Kporha,DEF,Crystal Palace,4.0
90,0,0,1,0,0,0,0,0,0,0,0,11,5.2,11.0,0.0,1.6,1,4,1,6,1,0.00,0.07,0.07,0.82,3,False,266,Eze,MID,Arsenal,7.2
90,2,0,0,1,0,0,0,0,0,0,3,42,75.8,1.4,44.0,12.1,3,1,1,5,1,1.16,0.01,1.17,1.58,15,True,267,Sarr,MID,Crystal Palace,6.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,268,Doucouré,MID,Crystal Palace,4.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,269,Esse,MID,Crystal Palace,4.7
